Image,Max_Temperature,Average_Temperature,Std_Temperature,Thermal_Gradient,Hotspot_Intensity
Timage38.png,250.0,101.9197998046875,37.48331262574554,19.64348888457879,203.68780339805826
Timage39.png,238.0,90.27687072753906,35.3603272069595,18.548817849026275,188.44464232710004
Timage4.png,246.0,135.406982421875,44.45316361021702,32.59822131045517,233.92571599045345
Timage40.png,255.0,155.9618682861328,46.70819469964909,19.260958546853427,246.22826969943137
Timage41.png,252.0,145.2965850830078,49.732908796311605,20.989999492774295,244.131861575179
Timage42.png,229.0,121.32380676269531,47.65533130144979,19.239694827257686,217.32837953701056
Timage43.png,254.0,90.24977111816406,62.07949365907902,23.10512593200546,250.73075780089152
Timage44.png,242.0,84.44795227050781,56.33129358735925,21.20128624014982,236.47325475974614
Timage45.png,247.0,89.07624816894531,59.87503542177428,22.292420287509426,243.42887602802315
Timage46.png,235.0,99.68748474121094,53.726932898780795,35.40582619425708,223.11081794195252
Timage47.png,251.0,117.6314697265625,58.09185978457334,40.51691730236385,241.82128159905938
Timage48.png,234.0,99.33241271972656,54.802480046879694,34.67752811659486,223.01767825574544
Timage49.png,254.0,149.07354736328125,39.6104778071848,27.897073028826426,221.10850616170725
Timage5.png,251.0,139.3351287841797,44.56502840446956,32.95850532703617,239.2955917874396
Timage50.png,250.0,128.53677368164062,43.735867097749896,30.66808623812969,207.25360400117683
Timage51.png,253.0,145.02159118652344,41.13452788454648,27.519625532277395,217.824312065316
Timage52.png,253.0,135.83084106445312,45.34880359826031,67.4867780919885,231.2821363910682
Timage53.png,236.0,119.07794189453125,45.19636347376283,63.92946508501343,214.58836010912398
Timage54.png,255.0,152.2103271484375,44.44872301678262,64.9810452094594,240.8561194029851
Timage55.png,251.0,119.88533020019531,34.87994399084933,17.48564059203402,199.46748210023867
Timage56.png,234.0,56.77033996582031,37.92367726962321,22.35091775605434,170.80231848688226
Timage57.png,242.0,61.3214111328125,39.84537676594403,22.60560787247721,179.7383877734492
Timage58.png,233.0,55.465240478515625,37.77584556735164,22.056457536580364,167.76201923076923
Timage59.png,233.0,109.76332092285156,58.54417927500707,39.55520238020779,192.70374479889043
Timage6.png,248.0,135.10379028320312,43.542279275558215,31.693481565457706,233.92261367058114
Timage60.png,249.0,140.4150848388672,36.040287246306306,24.54937303464846,210.58426966292134
Timage61.png,251.0,156.75782775878906,33.02512246844487,20.80608572316992,220.24442538593482
Timage62.png,246.0,142.33839416503906,33.970721582178264,24.055994211546675,208.01183081928423
Timage63.png,254.0,131.7984619140625,43.38664508527233,33.21842424819305,236.86589454434625
Timage64.png,252.0,124.32203674316406,44.164367303666005,35.47554331621422,231.1281512605042
Timage65.png,251.0,126.71435546875,43.84205659789487,34.694361971915484,232.57121303560652
Timage66.png,203.0,102.58029174804688,46.45389847586841,61.09076058724735,195.91671606401897
Timage67.png,227.0,133.3223419189453,48.58654072686696,63.229275195904094,222.3808390360012
Timage68.png,219.0,118.48806762695312,50.20764936381664,66.0795058316961,214.71432800473653
Timage69.png,245.0,129.01466369628906,41.085076784224945,31.706736482172644,202.46253602305475
Timage7.png,218.0,96.10197448730469,38.91578923916691,20.203758015326198,200.2984756097561
Timage70.png,247.0,133.46124267578125,45.123573945380194,32.5061759854269,217.14298642533936
Timage71.png,252.0,150.247314453125,40.40651123289909,29.924209006165142,221.45194805194805
Timage72.png,221.0,164.57928466796875,36.69681651199806,50.13787880079423,214.26840168243953
Timage73.png,239.0,152.61703491210938,33.62834345812399,41.48812039583445,215.134927412468
Timage74.png,232.0,131.4849090576172,36.148297584527434,49.19279445696645,198.14200298953662
Timage75.png,207.0,109.23548889160156,34.0262315649015,42.917015590009626,174.3855386416862
Timage76.png,252.0,102.16871643066406,43.914124610517014,20.210473442207984,235.87636363636364
Timage77.png,252.0,102.49296569824219,43.681984790588,20.73710405593909,235.25152253349574
Timage78.png,231.0,88.04867553710938,41.72884737154517,19.03037208436731,213.43794964028777
Timage79.png,222.0,125.2200927734375,33.434945183373955,36.81222947036771,183.81843732433953
Timage8.png,213.0,94.82771301269531,38.07843550065317,21.079639944406726,196.57874134296898
Timage80.png,255.0,92.77157592773438,47.77455865591464,20.753015260844325,237.19525547445255
Timage81.png,254.0,97.55038452148438,46.40299889152163,19.8716831408723,239.11544273194318
Timage82.png,252.0,68.62547302246094,51.60428974082872,21.45912899513133,229.58507101843458
Timage83.png,242.0,59.92083740234375,41.68035402913547,20.819254930167386,181.6123002713295
Timage84.png,254.0,89.97671508789062,50.38078399351433,25.180804612363517,248.08658536585367
Timage85.png,251.0,68.83735656738281,33.96279877749109,23.37820535002842,179.9265243902439
Timage9.png,214.0,88.79299926757812,39.58930585708222,19.491025566393372,193.7780487804878
